City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
Amritsar,15.25,32.95,8.57,9.07,17.19,9.78,0.09,4.5,10.99,3.36,1.15,2,Good
Amritsar,15.61,28.39,17.43,10.76,27.92,11.57,0.78,7.5,43.02,1.37,1.41,2,Good
Visakhapatnam,74.75,94,35.93,94.18,72.65,2.5,1.19,42.03,89.6,10.7,17.15,17.35,Moderate
Delhi,244.05,421.65,113.44,99.2,172.37,51.72,2.32,17.63,110.26,8.44,26.66,0,Severe
Kolkata,20.02,34.13,3.81,8.2,12.05,12.88,0.29,8.2,50.77,2.07,5.44,0.31,Satisfactory
Hyderabad,58.62,84.12,3.58,15.34,4.42,15.83,0.06,1.23,95.19,0.02,0.2,0.04,Moderate
Delhi,147.44,207.45,14.72,35.28,33.68,46.76,1.04,9.36,35.54,3.3,21.85,0.1,Very Poor
Patna,118.67,186.88,73.51,36.59,108.93,41.06,1.59,10.52,5.19,2.88,11.19,2.58,Poor
Delhi,463.36,613.87,188.03,59.04,218.84,66.42,4.15,17.78,48.6,13.98,105.48,10.32,Severe
Delhi,164.47,246.05,63.51,78.88,110.56,46.62,2.22,23.95,49.42,9.66,27.99,0.1,Very Poor
Delhi,318.72,429.55,48.77,62.48,99.38,72.14,2.16,13.02,74.89,4.65,17.95,0.06,Severe
Visakhapatnam,2,35.75,0.75,12.28,7.12,8.25,0.11,10.62,17.78,0.92,1.77,0.4,Good
Kolkata,8.46,23.24,3.98,10.38,14.41,12.59,0.4,5.36,30.22,2.46,6.22,0.58,Good
Delhi,332.02,461.7,120.69,79.29,140.04,105.07,2.39,14.37,99.37,9.83,34.82,0.06,Severe
Amritsar,43.84,84.91,13.28,10.47,17.77,9.4,0.66,10.27,5.9,1,0.56,1,Satisfactory
Delhi,87.82,207.7,27.27,70.47,63.53,38.46,1.44,16.41,44.12,3.48,38.29,3.6,Poor
Delhi,303.84,517.55,141.76,95.2,157.46,89.3,3.34,24.36,119.15,12.76,63.54,0,Severe
Visakhapatnam,9.25,24.25,6.2,28.68,20.3,0.35,0.48,20.5,17.15,1.75,11.43,0.45,Good
Hyderabad,28.71,57.19,5.79,21.78,14.23,9.29,0.45,4.02,45.7,1.07,9.36,0.78,Satisfactory
Visakhapatnam,33.5,90.5,13.67,33.25,28.8,8.22,0.73,6.12,13.75,4.3,9.35,3.32,Moderate
Delhi,233.59,369.2,34.04,81.08,9.17,61.09,1.37,24.67,30.28,4.58,8.76,0.5,Severe
Hyderabad,28.71,63.6,3.95,31.31,19.68,9.65,0.44,5.19,17.82,1.47,8.66,1.19,Satisfactory
Delhi,517.55,755.46,81.29,101.25,100.75,83.96,2.86,12.92,127.8,7.61,24.73,0.06,Severe
Hyderabad,32.81,66.75,5.95,11.68,10.13,8.36,0.33,5.26,39.97,0.88,2.71,0.1,Satisfactory
Kolkata,18.91,33.61,5.52,18.16,23.68,11.78,0.47,4.32,37.17,21.22,18.99,1.69,Good
Delhi,179.14,494.87,87.57,140.48,109.16,47.07,4.31,21.63,39.9,9.5,11.98,0,Very Poor
Hyderabad,25,68.35,4.71,12.18,9.11,15.05,0.32,5.73,21.25,0.07,0.53,0,Satisfactory
Delhi,295.84,407.35,40.95,62.38,7.1,67.82,1.83,15.34,80.12,4.54,14.26,0.17,Severe
Hyderabad,33.4,69.05,6.3,13.22,9.86,9.04,0.33,6.03,39.97,0.64,2.56,0.12,Satisfactory
Delhi,56.22,73.89,8.31,14.27,21.02,13.62,6.46,5.25,25.31,1.69,5.59,0.76,Poor
Delhi,204.61,440.28,117.72,76.49,156.49,50.89,3.73,14.85,23.38,9.67,76.03,3.2,Severe
Delhi,143.07,220.52,13.37,35.14,39.11,153.85,7.4,5.3,43.73,3.14,4.72,3.06,Very Poor
Hyderabad,9.92,28.05,2.45,10.39,5.36,8.84,0.28,2.96,25.67,0.12,1.73,0.11,Good
Visakhapatnam,24,85.5,10.45,55.2,37.83,10.6,0.35,15.48,7.82,2.32,5.1,0.97,Satisfactory
Delhi,295.12,409.51,117.94,60.28,139.37,51.36,2.04,12.8,22.96,8.72,51.35,2.64,Severe
Hyderabad,84,94,3.12,8.32,10.02,10.22,0.82,15.96,79.94,1.32,4.28,0.36,Moderate
Delhi,416.75,601.36,36.28,102.21,130.01,60.22,2.02,22.54,44.66,6.68,13.09,2.06,Severe
Delhi,127.01,228.23,22.6,99.41,92.24,41.62,2.08,14.33,79.53,3.42,10.9,0,Very Poor
Delhi,266.9,495.24,65.87,127.05,134.4,65.32,4.94,26.67,129.63,9.94,34.91,0.11,Severe
Visakhapatnam,15,36,2.92,16.62,11.2,4.12,0.5,19.35,30.77,0.28,2.33,1.1,Good
Visakhapatnam,43,126.25,0.55,32.2,17.3,9.8,0.41,20.5,13.45,5.7,11.7,4.45,Moderate
Hyderabad,15.04,32.45,2.15,12.89,7.37,11.41,0.39,5.51,13.84,0.08,0.69,0.08,Good
Kolkata,11.6,14.49,2.73,12.92,15.9,14.25,0.32,2.16,22.72,34.42,7.17,1.94,Good
Amaravati,18.5,46,0.95,5.85,3.9,7.85,0.43,16.3,13.9,0.1,0.4,0.3,Good
Hyderabad,5.67,18,1.55,8.53,2.91,4.4,0.16,2.52,29.12,0.14,1.48,0.09,Good
Delhi,292.31,404.35,60.47,56.11,77.53,63.42,1.87,9.48,69.28,3.85,11.95,0.07,Severe
Delhi,56.48,187.68,13.68,54.9,53.81,61.18,1.24,9.51,43.26,1.13,3.43,0,Poor
Amaravati,13.25,37.5,9.3,10.35,13.05,6.42,0.54,11.97,18.88,0.1,1.68,0.18,Good
Patna,38.55,340.19,43.44,17.75,61.3,11.32,0.52,14.32,89.12,2.22,8.95,3.48,Poor
Hyderabad,42.96,93.8,0.89,21.32,13.17,11.97,0.67,9.92,73.03,0.36,1.12,0.13,Moderate
Hyderabad,39,58.38,130.35,7.19,63.92,6.99,0,4.6,41,0.02,0.83,0.39,Satisfactory
Amaravati,109,189,2.98,75.5,42.6,24.58,0.2,11.22,38.22,0.53,5.6,0.4,Poor
Hyderabad,77.3,180.35,14.56,94.21,61.02,17.14,1.51,13.79,9.73,4.18,15.8,5.22,Moderate
Visakhapatnam,24.75,86.5,13.97,67.95,47.52,6.88,0.83,10.1,21.55,6.98,15.08,6.33,Satisfactory
Amritsar,23.48,41.14,13.9,9.31,23.04,15.85,0.35,7.47,58.63,3.66,2.15,7.95,Satisfactory
Amritsar,265.12,227.61,22.25,36.95,59.2,77.17,1.52,7.7,5.67,3.06,13.73,26.36,Very Poor
Delhi,208.51,359.71,13.93,51.65,40.98,54.42,1.31,16.93,80.71,5.42,34.24,2.97,Severe
Visakhapatnam,131,304,48.95,166,128.05,12.3,1.98,17.6,11.25,7.8,12.65,7.45,Poor
Delhi,307.57,413.84,160.55,45.1,163.91,55.66,3.23,15.92,24.23,9.08,101.57,2.27,Severe
Chandigarh,37.87,68,8.18,5.64,9.4,5.79,0.49,13.18,36.68,7.3,2.78,1.58,Satisfactory
Amritsar,5.74,49.19,13.45,9.14,11.3,10.7,0.2,12.47,26.82,1.4,0.28,0.5,Good
Delhi,331.27,537.92,135.73,97.09,17.2,108.22,3.55,35.42,25.21,7.06,23.3,0.1,Severe
Hyderabad,17.2,45.5,3.54,13.51,8.34,13.88,0.28,13.75,12.48,0.04,1.54,0,Good
Visakhapatnam,2.25,49.75,7.1,16.35,14.5,17.15,0.42,16.5,12.05,3.53,6.45,1.65,Good
Amritsar,173.2,276.82,37.55,10.26,47.81,12.73,0.44,19.47,12.75,3.86,3.96,2,Very Poor
Delhi,368.09,516.5,126.92,55.54,142.98,64.62,2.8,14.68,42.76,10.87,56.46,2.15,Severe
Delhi,262.28,397.94,131.66,59.46,141.89,62.1,2.89,16.27,27.39,10.68,88.43,2.66,Severe
Delhi,183.99,190.05,112.02,71.57,56.98,33.69,1.75,26.19,14.06,0.89,4.33,0.08,Very Poor
Hyderabad,8.5,18.3,1.97,13.32,8.68,7.5,0.26,3.88,18.7,0.14,0.48,0.06,Good
Delhi,68.18,163.49,6.48,30.22,23.08,31.48,0.91,9.24,77.26,2.22,35.39,0.84,Poor
Amritsar,168.74,252.9,47.5,26.23,73.74,35.35,1.88,8.76,22.1,5.12,12.42,24.68,Very Poor
Hyderabad,22.96,39.7,3.86,27.92,17.74,9.09,0.29,11.83,21.38,1.28,22.98,1.63,Good
Kolkata,8.09,27.59,4.62,7.2,11.59,8.52,0.3,6.34,22.45,0.93,12.3,0.74,Good
Delhi,119.2,327.26,109.9,86.34,144.95,31.53,3.22,20.78,20.14,10.38,78.69,1.72,Poor
Delhi,172.14,224.35,53.39,46.7,99.75,53.53,1.86,11.14,50.28,4.04,9.78,0.3,Very Poor
Hyderabad,34.6,81.8,3.98,23.63,15.4,17.95,0.5,7.46,30.5,2.22,14.78,0.48,Satisfactory
Delhi,315.85,575.31,245.83,114.44,289.41,98.93,3.71,23.75,145.8,12.74,48.41,0,Severe
Delhi,165.77,242.19,30.64,58.55,74.75,46.93,1.71,19.76,44.47,4.39,12.65,0.08,Very Poor
Visakhapatnam,57.5,118,18.93,22.58,27.4,9.65,0.62,16.35,6.03,3.3,10.63,2.5,Moderate
Delhi,262.4,385.85,65.78,73.07,101.89,60.78,2.43,22.85,63.87,9.18,19.75,0.07,Severe
Hyderabad,14.85,39.35,1.66,21.32,12.55,10.37,0.18,6.33,14.49,0.06,0.51,0,Good
Hyderabad,32.33,65.05,2.12,36.18,20.89,20.68,0.46,3.9,18.95,1.23,17.53,1.17,Satisfactory
Delhi,498.75,687.97,62.12,93.35,103.74,112.61,2.54,27.13,123.48,9.34,27.74,0.08,Severe
Delhi,185.48,303.08,17.02,40.49,40.33,75.32,11.82,5.36,7.9,3.64,7.82,3.61,Very Poor
Delhi,106.8,284.29,44.98,93.06,114.76,61.73,3.36,13.63,43.65,3.92,7.07,0,Very Poor
Delhi,359.9,499.19,34.49,86.08,95.56,75.65,1.66,17.17,98.18,5.17,19.21,0.06,Severe
Visakhapatnam,4,25,0.8,9.45,5.7,7.75,0.11,0.2,24.75,1.23,4.35,0.9,Good
Delhi,192.88,318.51,118.17,51.79,129.09,43.69,2.19,14.31,17.96,7.58,56.41,10.09,Very Poor
Hyderabad,9.17,28.42,1.37,11.58,3.63,6.23,0.16,3.14,25.3,0,0.29,0.2,Good
Hyderabad,13.5,36.5,2.38,15.58,5.1,6.2,0.2,5.16,22.29,0.15,1.74,1.68,Good
Delhi,159.11,314.1,24.14,53.76,68.46,56.01,1.13,24.91,40.32,2.14,5.71,0,Very Poor
Hyderabad,71,149.5,31.58,24.54,32.77,20.28,0.4,6.98,54.36,0.15,1.02,0,Moderate
Kolkata,14.98,40.33,6.53,5.74,12.34,11.65,0.33,7.19,11.31,0.64,8.9,0.35,Good
Kolkata,75.36,131.55,10.01,37.4,47.48,23.63,0.61,11.21,25.7,7.19,16.36,1.68,Moderate
Kolkata,12.51,31,3.16,5.12,8.34,6.71,0.23,4.25,11.98,0.87,4.47,0.2,Good
Visakhapatnam,110,174,4.93,68.65,40.47,9.98,1.27,11.5,93.95,3.65,6.65,2.55,Poor
Delhi,331.27,484.29,90.02,62.42,113.25,57.37,2.02,13.33,25.61,8.15,42.33,2.2,Severe
Amaravati,24.25,60.75,9.72,15.03,15.9,9.77,0.51,3.42,17.68,1.6,5.22,0.55,Satisfactory
Kolkata,7.76,19.43,5.78,17.4,23,9.04,0.36,4.21,15.66,22.57,15.8,1.68,Good
Delhi,314.64,472.21,52.11,55.26,4.78,79.31,1.58,18.02,68.9,4.02,8.39,0,Severe
Delhi,52.75,100.52,11.23,44.56,54.67,25.03,4.64,9.32,46.57,2.26,6.5,1.9,Poor
Visakhapatnam,24,56.5,2.85,13.85,9.65,8.6,0.73,8.9,50.7,2.3,3.53,0.65,Satisfactory
Kolkata,28.06,50.1,17.79,40.86,58.69,27.19,0.48,8.2,13.33,4.73,14.82,1.01,Satisfactory
Patna,198.79,273.29,96.77,42.59,138.16,31.64,2.65,9.7,20.04,5.47,1.94,6.57,Very Poor
Kolkata,9.4,14.24,4.94,14.32,19.45,12.34,0.35,1.74,17.67,11.08,6.94,2.48,Good
Delhi,123.23,343.58,49,83.58,129.53,32.11,2.02,24.6,69.81,3.28,10.59,0,Very Poor
Delhi,29.65,55.33,8.36,21.94,22.78,34.27,0.6,10.27,20.96,0.74,16.49,0.82,Satisfactory
Hyderabad,518.12,89,3.26,0.62,2.54,11.2,0.97,5.45,30,0.97,3.76,0.29,Severe
Delhi,478.82,745.65,77.96,56,125.88,77.5,2.76,15.45,111.95,6.1,17.54,0.06,Severe
Hyderabad,22.5,15.17,1.41,10.03,3.24,3.32,0.05,2.14,42.13,0.04,0.88,0.02,Good
Delhi,248.8,790.19,9.78,28.23,29.05,32.48,0.82,5.24,31.96,1.55,4.65,0,Severe
Kolkata,10.74,31.49,3.28,15.41,18.87,8.41,0.31,5.63,18.01,2.32,11.5,0.93,Good
Kolkata,10.69,30.92,2.95,6.48,9.31,8.58,0.3,5.64,18.22,1.26,12.36,0.81,Good
Delhi,123.88,240.49,33.9,48.01,57.36,34.75,1.32,29.75,21.6,4.33,27.17,0.57,Poor
Visakhapatnam,169,394,23.95,107.45,76.55,15.2,1.17,27.9,29.7,6.1,8.9,3.75,Very Poor
Delhi,70.9,127.07,11.05,39.24,52,31.45,10.02,15.99,66.45,1.95,11.95,2.68,Poor
Delhi,378.03,565.87,204.39,82.83,234.62,66.11,4.83,17.05,36.98,14.37,112.22,7.08,Severe
Delhi,153.72,305.81,16.75,41.21,38.25,78.68,19.87,7.84,37.19,1.77,3.04,1.78,Very Poor
Visakhapatnam,22.25,68,18.72,11.45,21.33,10.65,1.36,22.27,61.98,1.9,6.07,1.32,Satisfactory
Visakhapatnam,23.5,97.75,5.4,21,14.25,8.7,0.75,27.47,30.05,2.97,9.15,2.62,Moderate
Delhi,434.06,480.78,83.7,66.51,160.25,79.76,1.67,18.44,110.42,6.52,11.73,1.26,Severe
Kolkata,15.51,29.41,5.18,16.03,21.26,12.55,0.45,4.56,7.92,3.23,9.9,0.85,Good
Amritsar,126.5,218.92,65.75,30.99,96.76,14.21,0.97,4.37,24.53,2.94,9.08,23.76,Poor
Delhi,116.16,188.06,73.67,46.08,92.21,34.48,1.45,16.95,23.14,6.01,35.08,0.26,Poor
Hyderabad,60.33,104.95,18.74,35.64,30.81,13.88,0.52,10.57,64.77,1.8,11.32,0.94,Moderate
Chandigarh,10.31,28.01,1.74,11.88,7.73,29.91,0.49,9.16,12.66,3.37,0.12,1.23,Good
Hyderabad,77.56,149.12,2.3,25.13,14.92,14.52,0.69,27.39,55,4.19,33.09,2.24,Moderate
Amaravati,102.75,171,9.3,95.15,58.17,18.02,0.03,8.25,17.65,0.3,8,0.23,Poor
Chandigarh,88.19,122.55,8.4,9.78,15.24,5.8,0.6,16.85,51.44,5.52,0.35,1.04,Moderate
Visakhapatnam,6,32.75,15.9,23.95,25.6,8.2,0.11,6.62,1.6,1.68,3.75,1.12,Good
Hyderabad,76.42,163.85,6.63,54.82,34.1,21.94,0.73,24.37,34.33,3.22,17.55,6.57,Moderate
Delhi,713.61,851.35,11.65,39.01,32.48,55.59,2.12,10.55,62.14,5.68,30.19,0.66,Severe
Gurugram,40.5,113.13,3.9,10.72,9.53,10.79,0.58,5.73,97.23,4.03,3.11,2.17,Moderate
Kolkata,8.31,16.45,4.89,8.41,13.31,9.48,0.3,3.83,28.53,21.21,21.78,1.37,Good
Chandigarh,7.54,14.25,2.6,12.85,9.09,62.72,0.37,8.63,14.16,2.48,0.12,1.02,Good
Chandigarh,25.23,81.22,1.72,6.12,4.66,77.38,0.62,6.39,8.03,4.44,0.17,0.9,Satisfactory
Delhi,280.26,393.93,106.14,72.57,124.06,102.98,3.2,18.88,23.23,6.77,18.43,0.11,Severe
Hyderabad,62.25,94,6.06,23.96,28.74,10.35,1.45,2.62,8.75,1.64,7.81,4.23,Moderate
Kolkata,67.83,137.93,8.21,28.73,36.99,24.46,0.62,22.77,84.1,21.21,26.06,0.83,Poor
Delhi,19.65,48.98,7.72,19.94,18.89,27.49,0.89,8.62,32.17,0.98,10.77,0.23,Satisfactory
Delhi,167.49,270.82,50.83,49.51,72.74,42.81,1.33,10.19,19.91,4.85,39.42,0.47,Very Poor
Gurugram,65.38,115.26,6.48,10.06,10.99,5.92,0.62,4.96,119.57,5.03,1.58,1.89,Moderate
Delhi,63.78,121.68,10.67,24.83,24.23,30,0.93,14.86,28.45,2.61,21.6,0,Moderate
Kolkata,19.78,35.58,6.48,17.11,23.59,7.88,0.42,2.43,21.14,15.15,10.35,2.34,Good
Delhi,392.89,502.49,234.08,85.22,267.18,64.78,5.01,16.91,51.46,14.76,108.71,4.37,Severe
Hyderabad,13.5,28.5,1.79,10.16,3.43,4.52,0.11,2.5,26.38,0.23,0.9,0.26,Good
Visakhapatnam,60.5,87,0.25,0.1,0.13,0.15,0.36,8.1,56.25,2.48,6.6,1.07,Moderate
Chandigarh,52.11,142.97,0.82,14.6,8.25,28.44,0.55,7,33.25,5.11,0.11,0.55,Moderate
Chandigarh,12.95,30.08,0.98,8.6,5.29,34.16,0.35,10.76,29.07,2.65,0.1,0.97,Good
Delhi,680.47,755.73,18.53,79.6,84.9,93.74,2.5,19.35,63.28,4.95,26.29,0.06,Severe
Hyderabad,87,207.5,4.53,76.58,22.21,38.3,0.24,21.09,7.68,0.2,1.82,0.48,Moderate
Delhi,48.24,127.55,8.8,30.86,24.64,35.65,1.14,9.23,21.78,1.98,13.49,1.4,Moderate
Hyderabad,93.5,160.75,9.12,59.42,13,14.72,0,2.7,24.22,0.03,0.22,0.03,Moderate
Amritsar,51.33,172.6,11.08,3.7,23.37,9.58,0.84,3.41,23.89,6.86,7.45,5.58,Moderate
Patna,161.74,241.34,122.92,27.6,148.62,32.75,1.48,10.26,8.34,1.66,9.82,3.28,Very Poor
Delhi,365.33,447.74,208.33,129.58,262.62,73.89,2.6,44.36,143.18,9.26,45.04,1.23,Severe
Hyderabad,9.25,16,3.13,19.21,12.67,26.06,0.18,7.12,20.37,0.31,1.48,0.2,Good
Hyderabad,79.25,175.65,32.99,69.98,63.91,29.29,1.09,18.3,13,5.08,45.67,10.59,Moderate
Visakhapatnam,94.25,157.25,33.5,81.62,70.62,13.22,1.01,15.05,4.18,6.9,16.2,1.77,Poor
Kolkata,140.38,246.09,126.19,72.43,198.64,33.12,2.01,5.8,11.41,45.38,51.25,9.15,Poor
Hyderabad,30.96,71.4,1.59,19.55,11.65,13.21,0.74,6.5,51.79,0.42,1.38,0.12,Satisfactory
Kolkata,49.92,84.95,15.45,28.42,43,10.69,0.7,6.82,8.72,26.53,24.61,3.45,Satisfactory
Delhi,133.44,307.71,21.9,41.82,60.73,48.61,0.92,11.45,109.54,1.24,4.16,0,Very Poor
Delhi,303.17,491.55,97.57,52.66,104.14,52.48,2.27,13.16,28.41,7.41,37.42,0.6,Severe
Delhi,228.77,272.72,23.75,42.38,55.46,175.5,11.25,2.72,26.94,4.72,8.4,3.76,Very Poor
Gurugram,38.44,110.6,4.23,11.12,9.82,14.07,0.59,5.19,106.39,4,3.12,2.13,Moderate
Hyderabad,40.35,82,1.24,26.61,15.17,18.23,0.9,6.39,91.09,0.92,3.84,0.89,Moderate
Delhi,109.54,282.64,68.67,61.74,91.1,36.23,2.04,15.37,26.55,6.83,94.87,2.25,Poor
Kolkata,11.96,23.41,7.27,14.24,21.08,16.65,0.37,3.33,18.42,21.42,14.78,5.39,Good
Delhi,585.91,879.28,70.14,51.83,99.79,90.61,3.04,15.79,38.57,5.35,15.98,0.07,Severe
Hyderabad,27.95,61.81,2.9,24.84,15.26,14.52,0.73,3.48,16.03,1.53,14.02,0.26,Satisfactory
Chandigarh,123.22,197.57,5.73,9.23,10.87,8.52,0.72,9.61,48.56,3.19,6.57,0.92,Poor
Delhi,77.47,310.98,51.67,28.65,91.22,16.56,1.21,10.35,58.97,2.06,4.2,4.13,Poor
Visakhapatnam,25.5,68.75,2.85,48.35,28.02,16.18,0.89,15.62,33.22,0,0,0,Satisfactory
Delhi,336.95,393.52,17.86,72,75.17,43.8,1.75,13.12,84.38,2.88,12.57,0.09,Severe
Patna,36.38,104.6,111.54,20.64,67.87,8.14,0.88,3.23,4.04,3.4,3.86,0.66,Moderate
Visakhapatnam,84.5,165.25,12.88,71.07,48.3,8.6,1.16,0.55,12.67,8.23,22.35,6.98,Moderate
Visakhapatnam,14,29,2.55,4.65,4.6,5.45,0.25,2.25,41.45,1.35,3,0.85,Good
Delhi,421.09,589.98,103.7,52.83,107.21,85.59,3.04,20.22,96.85,7.77,31.31,0.06,Severe
Hyderabad,24.33,43.42,7.24,29.09,20.59,15.86,0.43,3.64,12.82,1.37,6.93,0.28,Good
Hyderabad,52.75,117.25,7.1,45.52,9.98,17.33,0,20.67,51.25,0.05,0.81,0.03,Moderate
Hyderabad,18.1,45.88,5.44,27.43,18.8,10.98,0.34,15.1,12.62,0.91,4.12,0.96,Good
Amritsar,72.3,137.6,57.68,108.43,180.82,13.7,0.69,3.97,9.51,13.36,8.29,6.85,Moderate
Kolkata,28.69,55.11,4.05,5.82,9.65,8.12,0.34,5.56,31.29,2.1,11.84,0.82,Satisfactory
Amritsar,23.25,42.53,10.65,10.9,21.54,5.04,0.62,11.42,23.85,1.49,2.02,2,Good
Hyderabad,19.75,32,6.53,17.86,7.4,8.12,0.19,8.79,70.32,0.65,5.72,1.27,Satisfactory
Delhi,359.02,512.35,37.22,80.07,88.36,56.93,2.04,10.76,95.37,5.01,20.11,0.07,Severe
Kolkata,7.9,23.48,55.31,15.78,25.03,25.98,0.5,3.3,6.17,8.74,11.26,2.18,Good
Amritsar,9.8,43.5,13.36,10.62,23.98,9.53,0.38,15.68,14.04,1.7,1.1,2,Good
Kolkata,189.33,362.54,220.88,125.35,286.84,39.84,3.21,11.41,6.34,85.82,90.3,12.84,Very Poor
Delhi,264.79,363.35,14.29,41.64,37.15,36.81,1.36,13.14,30.16,3.68,34.16,0.45,Severe
Amaravati,92.75,146,6.73,29.43,21.12,11.22,0.94,9.22,22.85,0.88,6.38,0.15,Poor
Delhi,94.33,139.76,13.45,26.89,27.5,27.79,0.86,11.7,29.69,2.37,12.41,0.09,Poor
Hyderabad,16.04,36.3,1.18,11.26,6.87,7.16,0.28,3.76,14.56,0.03,0.37,0,Good
Delhi,430.08,578.91,27.41,65.8,60.68,61.75,2.27,10.59,30.88,8.33,51.37,1.16,Severe
Delhi,97.3,232.83,47.36,72.01,119.79,27.31,2.29,14.67,60.88,9.56,22.01,3.99,Poor
Hyderabad,75.5,124.75,9.72,31.9,11.4,16.63,0.26,35.07,72.1,0.06,1.31,0.56,Moderate
Delhi,203.62,329.6,21.71,43.17,58.1,72.21,1.4,15.31,55.03,2.63,5.19,0,Very Poor
Delhi,149.53,671.34,9.47,19.9,25.19,25.14,0.66,7.61,64.46,2.34,10.99,0,Severe
Amritsar,24.86,59.7,11.96,11.78,23.17,9.51,0.69,6.32,14.58,2.47,1.12,2,Satisfactory
Amritsar,16.15,34.04,13.5,9.18,22.68,10.72,0.25,5.18,3.91,2.95,1.14,2,Good
Delhi,41.56,83,12.18,28.59,27.49,44.03,0.84,8.12,49.32,1.89,11.45,0.46,Satisfactory
Kolkata,8.54,28.39,3.28,5.58,9.25,6.52,0.23,3.71,7.55,0.96,4.9,0.27,Good
Delhi,194.61,300.83,60.13,66.96,127.63,39.72,1.12,22.55,76.03,7.17,14.08,1.39,Very Poor
Kolkata,111.32,226.49,93.33,89.63,182.93,37.61,3.03,15.3,5.35,49.5,60.81,6.19,Poor
Delhi,135.02,253.01,7.39,38.27,28.66,38.44,1.12,17.99,108.96,3.63,29.54,0.91,Very Poor
Delhi,108.36,196.22,37.78,48.81,60.89,45.89,1.34,13.67,17.52,4.02,20.39,0.81,Poor
Amaravati,27.5,44,2.67,12.9,9.05,14.02,0.49,13.28,36.2,0.45,1.85,0.1,Good
Delhi,101.22,305.44,55.77,68.62,95.48,42.38,1.2,16.08,21.31,5.76,5.53,0,Very Poor
Visakhapatnam,58.5,162.5,6.42,45.4,29.38,15.15,1.48,10.93,12.63,7.6,11.97,5.48,Moderate
Hyderabad,67.96,106.15,6.63,46.39,30.03,18.35,0.63,6.54,11.55,1.61,10,0.44,Moderate
Hyderabad,56,94,9.75,69.8,20.62,43.43,0.42,76.68,87.45,0.31,3.69,0.36,Moderate
Patna,152.6,191.42,14.54,38.27,53.54,31.34,1.7,7.32,35.08,2.64,1.34,2.71,Very Poor
Amritsar,3.73,27.42,8.19,9.49,17.68,10.3,0.41,23.03,20.85,3.97,1.12,2,Good
Delhi,199.35,337.55,17.16,49.94,44.58,53.93,1.14,22.46,62.85,4.48,23.35,1.13,Severe
Delhi,499.98,698.19,166.64,88.35,208.41,74.85,4.8,21.16,39.56,14.99,92.4,2.68,Severe
Hyderabad,5.69,10.31,2.3,16.99,10.83,4,0.36,6.73,18.22,1.09,0.56,0.18,Good
Delhi,217.32,376.95,10.04,65.63,44.82,50.08,1.62,20.67,95.81,6.31,39.24,1.07,Severe
Delhi,49.64,362.78,7.97,25.35,20.9,27.43,0.74,12.42,61.92,1.8,38.94,0.18,Poor
Hyderabad,62.4,129.75,5.68,47.31,24.81,16.55,0.81,17.49,35.43,7.63,35.22,7.01,Moderate
Delhi,311.52,463.44,107.02,54.22,124.13,53.09,1.93,11.83,29.04,8.42,39.84,2.83,Severe
Chandigarh,12.66,28.81,4.94,9.38,8.96,50.39,0.58,9.75,4.11,4.45,0.28,1.49,Good
Visakhapatnam,12,58.25,18.48,34.55,33.4,8.15,0.76,4.9,4.97,0.45,1.7,0.17,Satisfactory
Delhi,286.46,411.54,188.19,64.47,198.87,53.13,4.15,15.36,27.29,10.86,84.8,14.62,Severe
Hyderabad,16.75,37.08,1.68,19.02,5.74,5.68,0.2,6.7,25.54,0.3,2.08,0.58,Good
Hyderabad,13.79,29.7,3.77,16.49,10.32,8.45,0.38,6.62,10.61,0.2,0.99,0.14,Good
Amaravati,68,130.75,32.85,125.72,93.55,20.85,0,6.68,4.9,0.1,7.15,0.05,Moderate
Delhi,142.12,133.7,47.76,75.43,98.44,26.81,11.26,9.89,66.71,5.8,15.48,0,Very Poor
Chandigarh,10.21,26.78,2.04,12.09,7.66,24.62,0.53,10.91,27.29,2.35,0.36,1,Good
Hyderabad,9.75,22.65,2.08,14.85,9.56,8.14,0.34,4.24,17.62,0.14,0.54,0.06,Good
Visakhapatnam,43,75.25,1.12,33.5,18.75,7.62,0.58,8.55,20,2.88,12.77,0.42,Satisfactory
Hyderabad,80.54,172.9,13.79,69.41,46.42,15.32,1.42,7.31,17.72,1.28,6.35,0.44,Moderate
Delhi,557.07,788.01,68.31,100.09,115.81,79.49,2.51,15.58,46.66,6.81,22.65,0.06,Severe
Visakhapatnam,31,60.25,19.23,41.3,34.45,15.85,0.59,14.6,4.8,7.65,16.62,3.75,Satisfactory
Hyderabad,38.5,93.25,6.35,32.67,7.52,15.23,0,1.88,77.8,0,0.15,0.03,Moderate
Delhi,190.5,302.74,17.64,55.4,48.54,57.78,1.44,19.8,65.85,4.42,26.74,0.28,Severe
Amritsar,17.86,45.33,15.98,9.06,23.99,15.22,0.7,7.69,43.02,1.44,1.45,2,Good
Kolkata,154.37,319.8,146.87,72.54,219.37,34.92,2.61,6.03,5.52,48.84,69.57,6.47,Poor
Visakhapatnam,29.5,63.25,5.93,25.15,18.17,10.32,0.65,25.95,25.78,2.72,8.63,0.88,Satisfactory
Patna,67.56,123.24,45.04,50.21,51.05,11.48,1.61,11.79,13.81,0.22,3.61,0.27,Moderate
Delhi,104.42,263.22,52.67,86.97,95.08,40.54,1.98,20.48,27.45,4.48,65.85,0.28,Very Poor
